userid,content_id,views,likes,shares,comments,watch_time,engagement_score
user_762,content_675,7,4,1,0,144,0.35292421759448456
user_929,content_664,1,0,2,0,92,0.7423970358020933
user_416,content_622,1,0,2,1,101,0.3744248078298321
user_319,content_1066,4,1,1,2,115,0.040687129777010944
user_397,content_2537,6,0,2,1,54,0.47158527545305895
user_650,content_3739,5,0,0,2,32,0.10288071535970156
user_711,content_4311,8,1,2,0,138,0.9834521043476768
user_45,content_2881,6,3,0,0,104,0.5641432475534074
user_938,content_3331,8,1,1,1,134,0.5539308800663929
user_512,content_2999,3,2,0,2,45,0.4578371644680761
user_467,content_4340,8,3,2,1,260,0.8056449892663589
user_108,content_1230,9,0,2,2,120,0.047779189153304036
user_302,content_4913,7,1,1,2,195,0.7218431230071085
user_925,content_3561,3,3,0,1,23,0.2576462218595844
user_612,content_3543,3,3,1,1,289,0.9961771148017785
user_762,content_4294,3,1,0,0,285,0.6964358341002304
user_139,content_3758,5,0,2,2,100,0.7500740427098829
user_286,content_3572,3,3,1,0,164,0.4857971401004695
user_510,content_4915,4,4,1,0,192,0.031066982720515446
user_156,content_1560,1,3,0,1,280,0.3220041076580842
user_730,content_2736,1,3,1,0,148,0.6819823131758687
user_414,content_2030,4,3,0,0,204,0.7786155658374041
user_203,content_1237,5,1,1,1,290,0.7528823603726755
user_762,content_1284,5,2,1,1,71,0.2267421725171448
user_916,content_3972,6,1,1,1,228,0.36307556035254807
user_644,content_4403,5,3,1,2,142,0.9570437136444759
user_719,content_3335,4,0,0,1,9,0.3392762763399362
user_922,content_2931,5,2,1,0,184,0.5971891734035306
user_598,content_4705,9,1,1,2,47,0.020928757613833615
user_10,content_3407,4,4,2,0,69,0.918699781632277
user_341,content_1217,1,0,0,1,109,0.8854679424425366
user_871,content_624,6,0,1,0,33,0.7364589500442243
user_486,content_3558,8,4,0,1,108,0.56803973252274
user_814,content_1742,6,3,2,1,32,0.7018496109303326
user_638,content_245,6,0,0,2,224,0.040319785753000104
user_276,content_138,3,3,0,0,126,0.3083335216615395
user_741,content_1509,4,2,0,2,25,0.6646987359197789
user_901,content_4187,3,0,1,1,164,0.7769860357179093
user_317,content_129,3,0,0,1,196,0.10789569465686588
user_279,content_4859,3,0,1,0,123,0.4677415358910798
user_497,content_1594,7,4,0,2,75,0.3725770046017961
user_927,content_4629,4,2,0,0,56,0.42141166796051654
user_975,content_3071,3,2,2,0,100,0.07119057219880076
user_734,content_252,5,0,0,0,100,0.4561068469185061
user_625,content_4512,6,2,1,2,287,0.8750488786044436
user_407,content_3560,8,2,1,1,76,0.16672741514470524
user_979,content_3359,5,1,1,1,175,0.3547089309323611
user_374,content_4102,1,1,2,2,257,0.7409635525595037
user_888,content_3127,6,2,1,2,77,0.818642847637465
user_7,content_4650,2,3,1,0,35,0.3765427674295124
user_929,content_4657,9,3,2,0,109,0.871774442431674
user_237,content_2843,5,1,2,1,257,0.0543499897167391
user_978,content_1364,5,4,2,0,194,0.4577187901146845
user_484,content_3704,9,1,0,1,35,0.4058850919361692
user_764,content_1618,2,0,0,0,127,0.4646483831958709
user_179,content_2966,7,4,1,2,170,0.05101637285759586
user_427,content_1748,5,0,2,0,216,0.8174089490492701
user_73,content_1597,3,4,1,1,52,0.2509481056892613
user_835,content_2519,9,3,0,0,75,0.6333094482836457
user_330,content_3539,1,2,2,2,105,0.705443857686021
user_113,content_2164,6,3,2,1,158,0.6568230470436672
user_982,content_115,2,0,1,2,46,0.33447147238219666
user_27,content_3745,9,4,0,2,195,0.7876920103677301
user_452,content_1930,6,3,0,2,230,0.38541988368600255
user_794,content_2978,8,4,1,1,37,0.9997238709456706
user_910,content_3617,7,0,1,1,287,0.1858466241462603
user_710,content_912,1,1,0,2,100,0.8881080410262836
user_282,content_382,1,0,2,0,155,0.2067879126236467
user_129,content_790,8,1,2,2,240,0.5768623716246061
user_946,content_3377,9,2,2,0,169,0.2726278800319444
user_926,content_305,1,2,2,1,156,0.19045749699763637
user_425,content_3951,7,2,2,2,251,0.6792730299015565
user_918,content_4290,1,2,0,1,224,0.9713455009539425
user_694,content_1534,4,0,0,1,164,0.6853228463561606
user_546,content_4874,7,1,2,1,280,0.40391753256308105
user_930,content_3642,1,3,0,2,33,0.10060104965725847
user_659,content_2073,3,3,0,0,62,0.6386253954930867
user_148,content_4331,9,2,0,0,12,0.7379689443322992
user_963,content_3950,9,1,2,0,172,0.014873416038548082
user_238,content_849,8,4,1,0,192,0.24522113097913012
user_550,content_149,8,1,1,1,174,0.532603719487962
user_677,content_2068,5,0,1,1,107,0.7474258338487525
user_458,content_1656,5,1,2,0,233,0.6243158044780499
user_255,content_69,8,0,0,1,220,0.5221822696470615
user_398,content_43,3,0,0,1,153,0.2269237537421931
user_41,content_542,1,2,1,2,288,0.7308378066802745
user_574,content_1275,6,4,0,2,228,0.9267889098245288
user_224,content_4977,1,1,2,1,94,0.2095896256447709
user_809,content_1270,3,2,2,1,189,0.6878783852548798
user_310,content_4838,9,4,2,2,141,0.6016071736197337
user_181,content_1829,7,3,1,0,237,0.3758693711370348
user_286,content_908,2,0,2,0,232,0.9564566212345116
user_773,content_4573,3,4,0,2,277,0.8887998067528672
user_263,content_4439,6,2,1,2,39,0.20722527359506315
user_340,content_1764,8,0,0,1,241,0.4776960948781501
user_195,content_3854,7,4,0,0,226,0.5851616801048176
user_4,content_2357,3,0,0,1,280,0.47577395757938923
user_139,content_2299,7,4,2,1,222,0.1835183385697019
user_75,content_2037,9,2,0,1,264,0.9755156942126387
user_432,content_645,6,2,1,1,120,0.7833651485200427
user_905,content_2544,5,0,0,2,191,0.5088510381129637
user_716,content_747,7,4,1,2,173,0.49646935861786745
user_802,content_1715,9,4,0,2,220,0.2835555839468862
user_260,content_314,6,4,1,0,125,0.7574087869378379
user_957,content_1431,2,2,2,1,220,0.34654513375579177
user_648,content_1923,8,0,0,2,260,0.06272470958306686
user_396,content_4335,9,4,0,2,118,0.36840043117787646
user_0,content_457,5,4,2,1,179,0.6427937093818813
user_917,content_1463,9,0,0,2,165,0.4864669046104786
user_452,content_610,4,0,1,0,75,0.44969894482637285
user_49,content_2987,7,1,0,0,197,0.5012942087763542
user_565,content_3677,1,0,0,0,140,0.06626440836660108
user_665,content_4401,8,2,0,0,195,0.8161776583666286
user_327,content_3960,7,2,0,0,197,0.20516720854985804
user_608,content_1829,2,3,2,2,248,0.09995785665357493
user_764,content_1254,9,1,0,0,177,0.4281105567904764
user_683,content_1475,2,2,2,2,298,0.03354700447915859
user_627,content_637,6,2,1,2,172,0.10695372218242938
user_556,content_1503,1,2,1,2,62,0.9511953645084408
user_871,content_4611,1,2,0,2,156,0.6965260940876794
user_595,content_3099,1,3,0,2,151,0.4483531864875886
user_415,content_3623,7,2,2,0,217,0.674307434358303
user_788,content_149,8,2,2,2,134,0.5521261685594845
user_233,content_3885,2,4,2,0,161,0.7904774979887187
user_676,content_3808,8,2,1,2,91,0.301737481712966
user_999,content_100,5,1,1,0,78,0.44772042765211273
user_622,content_3655,1,4,0,2,212,0.47532164289921797
user_522,content_2870,2,0,1,0,52,0.914482020384115
user_630,content_544,3,3,1,0,162,0.447769748721372
user_581,content_3599,5,3,0,2,274,0.20597981418944966
user_643,content_4654,6,4,0,2,17,0.8908762491227978
user_111,content_986,8,2,1,0,162,0.7125031695783876
user_476,content_4819,1,3,0,2,167,0.964412161348123
user_852,content_2205,5,2,2,0,139,0.2046914508713117
user_702,content_883,6,2,2,0,74,0.7107981840746603
user_382,content_3226,3,4,0,2,82,0.328978156912737
user_338,content_567,1,4,2,0,156,0.32474401943973863
user_319,content_3612,3,0,0,2,154,0.6456193046885071
user_385,content_2200,5,0,1,1,89,0.4622485515902215
user_144,content_832,7,0,2,1,186,0.3704651937205494
user_591,content_907,5,4,1,0,253,0.766915750577218
user_94,content_4956,3,3,2,1,210,0.9896670762467715
user_428,content_2875,8,3,0,2,136,0.5463672243550681
user_613,content_89,3,1,1,1,77,0.19767365259255953
user_470,content_1292,7,0,1,1,295,0.08769225603214947
user_800,content_3666,8,0,0,2,10,0.5197817072799952
user_83,content_3143,2,1,2,0,65,0.5303233666418403
user_498,content_1705,5,3,1,0,205,0.9873565312445503
user_220,content_1611,4,4,1,1,12,0.8922841462551018
user_723,content_3345,4,1,1,2,266,0.21374418729809175
user_748,content_2152,2,0,2,1,130,0.7557027964783235
user_708,content_2433,4,0,1,0,74,0.1308667305526774
user_331,content_4897,5,0,1,0,75,0.8693095482489899
user_598,content_1748,4,4,1,1,57,0.5113201920356176
user_247,content_1011,4,4,0,0,286,0.14847959365635732
user_705,content_3709,9,1,2,1,79,0.6658614492739651
user_600,content_3402,9,1,1,2,46,0.6437466080884399
user_314,content_2204,7,4,0,1,243,0.2612188927045641
user_275,content_2576,8,2,2,0,293,0.3828062169811626
user_774,content_2777,8,1,0,1,252,0.9630151879061123
user_549,content_477,2,0,1,2,129,0.4642298635036448
user_529,content_704,1,2,0,2,25,0.02971021824568043
user_153,content_3815,9,3,0,0,203,0.009951847311906126
user_158,content_3684,9,1,2,1,267,0.7895690607910724
user_561,content_2953,3,4,0,2,108,0.7191619861306658
user_764,content_2854,5,3,2,0,39,0.6029094131921803
user_619,content_1871,3,3,1,2,59,0.5837689736079761
user_13,content_2295,6,3,0,1,278,0.229502783045624
user_806,content_3545,6,4,0,2,217,0.6575048008210533
user_848,content_949,4,3,1,1,7,0.536404575765893
user_692,content_3664,5,1,2,1,180,0.6491594336919377
user_230,content_3119,3,0,1,0,168,0.5244421755035975
user_280,content_2722,3,2,1,0,127,0.21646536413122497
user_698,content_2629,1,3,0,1,174,0.026062832703898975
user_112,content_3660,3,4,0,2,196,0.8550100413357409
user_600,content_829,3,1,1,2,118,0.294501226446539
user_160,content_4519,6,3,1,0,247,0.06941892286307494
user_535,content_3521,4,4,2,1,186,0.8035105474026858
user_740,content_527,6,3,0,1,135,0.7519620732846154
user_211,content_2364,7,2,0,1,196,0.8471096221198225
user_952,content_4278,7,1,1,1,282,0.7029464633030645
user_17,content_928,1,4,0,2,30,0.5612406464799535
user_888,content_4913,7,0,0,2,181,0.7072755099306334
user_514,content_2640,9,3,1,2,22,0.6815070449405654
user_481,content_2640,3,1,1,0,263,0.8270806712903579
user_635,content_1273,1,2,2,1,248,0.27578464969055383
user_383,content_2490,4,1,2,1,288,0.101876031812415
user_868,content_4833,7,2,1,0,117,0.3678129534223967
user_368,content_132,1,4,1,2,272,0.7567480176626171
user_207,content_88,9,3,0,2,67,0.8447563160417602
user_795,content_1879,7,0,1,1,175,0.5021805723061231
user_132,content_1599,3,0,1,2,8,0.07663747799620724
user_635,content_4174,7,2,0,1,23,0.9793205559988387
user_476,content_3118,4,1,2,2,220,0.8430755773749699
user_599,content_445,5,4,0,0,109,0.5772394487816577
user_997,content_4289,9,2,1,2,294,0.7740362019803569
user_303,content_4238,4,3,0,2,236,0.46953382871293103
user_109,content_4535,7,1,2,0,58,0.09027312093452644
user_403,content_3376,9,3,0,0,254,0.7681292595422758
user_819,content_975,2,0,0,1,148,0.8440764477557763
user_895,content_2366,3,2,0,2,248,0.3715806000317954
user_645,content_1105,8,3,0,2,192,0.6081219373287311
user_756,content_2028,4,4,2,0,134,0.3641210668114149
user_416,content_1389,9,2,2,0,65,0.7403140884045888
user_443,content_2681,3,0,1,1,95,0.5888194770172431
user_164,content_1183,6,0,0,0,5,0.006682407421194081
user_477,content_4361,4,1,2,0,253,0.8636841204604491
user_370,content_2710,2,3,2,2,109,0.8172325021063794
user_737,content_1792,2,1,2,0,68,0.2987031535775816
user_121,content_4041,4,3,0,1,114,0.5845633418102635
user_202,content_755,6,0,0,2,222,0.012908600763890554
user_577,content_1786,3,3,0,0,134,0.9132300988455297
user_273,content_4688,1,4,2,0,172,0.2552093205741186
user_36,content_3525,6,0,1,0,37,0.5297288211796206
user_161,content_1738,1,2,0,1,68,0.43664187621355754
user_394,content_468,2,0,0,1,34,0.15559747290977943
user_755,content_4122,1,4,2,1,291,0.3232069415990271
user_572,content_381,4,4,0,1,85,0.25325326150317606
user_606,content_1519,8,0,2,1,178,0.27680363739134695
user_219,content_143,2,4,1,0,243,0.7811244593144276
user_809,content_3306,3,3,2,2,168,0.02812387594054666
user_200,content_3083,7,1,1,1,50,0.9036292101619542
user_126,content_3426,3,2,2,1,73,0.014295227115451281
user_828,content_4530,3,2,2,0,188,0.3115173602152913
user_604,content_3716,8,2,0,2,203,0.08156122377834374
user_415,content_4109,2,3,1,1,5,0.822375744769255
user_748,content_4194,4,3,2,2,115,0.5634459898829556
user_252,content_2198,5,4,2,2,148,0.4609163819314195
user_813,content_614,1,0,1,2,183,0.5619246469764547
user_315,content_4635,6,3,1,0,139,0.2221160642408072
user_856,content_881,9,2,0,2,257,0.9216368677695251
user_742,content_2217,4,3,2,1,187,0.6746556632009089
user_347,content_2495,2,4,2,2,213,0.6962742143240239
user_716,content_964,1,1,2,1,296,0.6426352075742099
user_708,content_1579,4,0,0,2,93,0.2484542786746613
user_349,content_3520,4,1,1,0,260,0.19902945972122388
user_802,content_1853,5,0,0,2,205,0.20292055800833542
user_699,content_1115,6,1,0,0,31,0.7632704324633651
user_879,content_4637,9,0,0,2,290,0.13698432430355478
user_503,content_2042,8,2,0,0,187,0.8822985210983483
user_114,content_2699,1,4,1,2,28,0.9072868500959109
user_78,content_1278,6,0,1,0,277,0.302648280368927
user_446,content_2848,5,0,1,1,40,0.4551288193490688
user_32,content_2784,8,0,0,2,297,0.5811624489480923
user_337,content_2290,9,1,0,0,43,0.11852855798294215
user_861,content_2168,1,1,2,1,296,0.12501343248667818
user_39,content_253,5,0,0,1,273,0.6497196201540903
user_437,content_3965,9,1,0,2,262,0.7191261955102288
user_101,content_253,4,4,0,1,257,0.8608566896644314
user_674,content_895,7,3,2,2,200,0.387171068794927
user_124,content_1076,2,1,1,2,116,0.5024183749967314
user_3,content_2623,2,0,1,2,225,0.7473456471048865
user_688,content_528,7,0,2,1,88,0.09610314777574036
user_374,content_3273,1,2,2,1,105,0.4526353063838454
user_207,content_2466,9,4,1,2,51,0.001616573505047847
user_609,content_1080,5,0,1,1,25,0.39481480997292795
user_979,content_137,8,4,2,2,24,0.008957977789289084
user_410,content_3157,7,0,1,2,81,0.20600954687989093
user_328,content_3301,7,4,2,2,225,0.04869810262040919
user_763,content_2214,4,2,2,1,236,0.13918121692062158
user_776,content_3133,3,1,2,2,221,0.46035905527886833
user_114,content_4470,5,2,0,2,49,0.3220916847655597
user_604,content_4226,5,3,2,0,152,0.5609174729451819
user_377,content_4569,1,4,1,2,203,0.6229076690600477
user_533,content_4111,8,3,0,0,200,0.049324637225401036
user_394,content_3135,7,0,0,0,217,0.32429278899602787
user_678,content_2153,1,1,1,2,214,0.33914360770012597
user_384,content_3780,2,2,0,1,239,0.7819622340268096
user_994,content_4034,3,4,1,1,271,0.8425904541210559
user_295,content_3180,9,3,2,0,90,0.19085203489140723
user_39,content_3655,8,0,1,0,109,0.4889116031814006
user_286,content_3411,1,3,2,0,28,0.7738419317361112
user_35,content_2484,3,4,1,0,15,0.4636547321270117
user_878,content_619,1,2,1,1,93,0.38325552164764254
user_509,content_916,4,2,1,0,164,0.2405831459825849
user_902,content_1174,9,0,2,0,225,0.06086654441785
user_721,content_2797,5,3,2,2,177,0.07650047869991117
user_61,content_436,8,0,2,2,131,0.9526277402594189
user_616,content_3463,2,4,2,2,105,0.5814190172035972
user_626,content_2714,8,1,1,1,118,0.313040599093936
user_797,content_2132,3,3,0,2,175,0.9040743214049463
user_639,content_3689,7,0,1,0,152,0.1648206814674389
user_936,content_2629,8,0,2,0,118,0.21964786482103227
user_892,content_3032,1,2,1,2,92,0.8769134342124166
user_414,content_4148,8,0,0,0,131,0.8388689907999775
user_30,content_2705,7,3,1,0,115,0.6473571821634618
user_140,content_718,5,0,2,0,211,0.16101509578690065
user_517,content_2056,6,2,2,2,284,0.6795006180023766
user_490,content_3731,5,3,1,2,12,0.5490163915040004
user_413,content_989,7,2,2,0,218,0.6306592297540917
user_295,content_213,9,1,2,0,129,0.5439708116566316
user_885,content_127,9,3,0,0,298,0.9268731953358622
user_164,content_1691,6,4,0,2,73,0.180836228390451
user_534,content_671,7,3,0,0,129,0.42566426501667687
user_965,content_787,5,4,2,2,98,0.22494778539387683
user_998,content_2161,1,2,1,1,295,0.7690293475501174
user_379,content_3292,6,4,2,1,108,0.9335346874628154
user_55,content_2387,6,2,0,1,80,0.9824347538651022
user_422,content_3903,5,4,2,1,140,0.6321389316376118
user_928,content_4526,7,4,1,2,201,0.26325106116206787
user_513,content_1226,4,1,2,0,13,0.22615195152344858
user_627,content_474,3,1,2,1,269,0.22755345423914364
user_164,content_2000,8,4,0,0,105,0.6569751999803092
user_578,content_4712,5,2,1,1,38,0.32279575346118394
user_929,content_2383,5,0,2,1,136,0.9589733848848851
user_44,content_2731,2,4,0,2,283,0.16824725016160424
user_509,content_1868,1,2,2,2,172,0.11154155102393004
user_758,content_969,6,2,0,2,24,0.22489848234750487
user_735,content_3307,1,3,1,0,213,0.3729704845263616
user_873,content_4548,1,0,2,2,166,0.8118532059226943
user_26,content_1207,5,2,0,2,95,0.8916741277118161
user_667,content_1366,1,1,1,0,247,0.7558452664825394
user_758,content_190,2,4,1,2,211,0.8703397765221336
user_659,content_2467,3,2,0,1,136,0.14599600473982066
user_781,content_1780,3,0,1,2,267,0.8653197780957712
user_903,content_3544,3,4,0,0,211,0.6695732731978754
user_853,content_3970,2,0,1,0,42,0.061135438587999746
user_12,content_1762,4,0,1,1,204,0.6404800666296947
user_266,content_2216,9,3,1,1,297,0.02535849429753745
user_628,content_742,3,2,1,0,75,0.48561214143112563
user_588,content_732,1,1,1,0,108,0.16484864588067083
user_122,content_2811,4,0,2,2,129,0.11289842068046652
user_136,content_482,2,1,2,0,280,0.4945220656309617
user_753,content_4469,3,3,2,0,253,0.5555009596176655
user_294,content_530,7,4,2,0,189,0.6474821706494778
user_960,content_2924,4,3,2,1,93,0.6502626722611096
user_572,content_554,6,1,0,1,241,0.6788610471460742
user_691,content_2873,5,0,1,1,162,0.2828600672849737
user_725,content_3745,5,1,1,2,176,0.37934127211559265
user_650,content_3629,1,4,0,0,35,0.7567554680631066
user_233,content_2501,8,3,1,1,220,0.8776542139166347
user_248,content_45,9,1,0,0,44,0.4932738327654774
user_496,content_2111,1,2,0,1,281,0.18124010865750628
user_253,content_3903,6,3,1,0,117,0.5820195511106675
user_14,content_1780,7,0,0,1,157,0.2471854367417975
user_708,content_2763,3,4,1,0,14,0.020534958549049853
user_381,content_764,5,4,1,2,183,0.41390811927273896
user_71,content_4936,4,2,0,0,61,0.13027574025471733
user_435,content_173,9,3,2,1,23,0.6432837571880154
user_341,content_3021,7,2,0,1,88,0.9228033617235534
user_231,content_4650,7,3,1,0,80,0.4990519107628104
user_28,content_4414,8,0,0,2,112,0.5086134730332253
user_705,content_1911,2,1,0,2,80,0.5167093402133541
user_177,content_3920,8,3,2,1,102,0.29782099738107015
user_35,content_2138,1,1,1,2,20,0.5499902733481652
user_406,content_4847,3,3,0,1,205,0.3919994465139123
user_344,content_1440,2,3,0,0,206,0.4075083562766678
user_195,content_1955,1,3,0,0,176,0.04069069241309686
user_186,content_313,8,2,0,0,81,0.3500331254743144
user_869,content_51,9,4,0,1,79,0.5671116564339496
user_712,content_678,3,1,1,2,72,0.7521457504643678
user_97,content_2026,6,3,2,2,43,0.19325689563181003
user_87,content_3412,6,4,0,1,98,0.4692250808380708
user_808,content_3285,3,1,1,0,110,0.4896368013619885
user_663,content_3385,3,4,0,0,274,0.49483628180584616
user_606,content_4877,8,1,1,0,23,0.14376125299461873
user_718,content_3544,9,4,0,2,149,0.3331437287161957
user_785,content_4129,4,0,2,2,254,0.8027525055373229
user_712,content_1823,5,3,2,0,136,0.1204038001022939
user_364,content_3106,4,1,2,0,250,0.62840671625839
user_11,content_1470,8,1,2,2,39,0.3854432240983383
user_381,content_2571,7,0,0,0,78,0.10101832099100783
user_990,content_835,4,4,0,2,229,0.8998667222599923
user_147,content_2941,4,2,1,1,79,0.7047568061256185
user_862,content_4632,5,0,0,0,22,0.4339319962067477
user_510,content_1997,8,4,0,2,43,0.8611415401393283
user_53,content_1006,6,1,1,1,283,0.8719753542242151
user_593,content_2921,6,0,2,0,82,0.4220165462529538
user_85,content_4003,1,3,1,2,100,0.00899754370421435
user_94,content_1495,1,4,0,1,107,0.2138166828020559
user_280,content_2416,1,2,0,0,124,0.27583181227076214
user_391,content_2634,6,3,0,1,158,0.29037154406426147
user_813,content_4877,8,0,2,0,36,0.07195840577342216
user_99,content_453,2,1,1,2,292,0.7497887089044672
user_904,content_462,7,2,0,2,184,0.5111215414086862
user_82,content_4058,2,3,0,2,60,0.9683726476204523
user_960,content_283,4,1,2,0,19,0.4389985082968234
user_539,content_3690,6,3,0,0,275,0.285189699708998
user_104,content_677,4,3,2,0,211,0.6179503328143171
user_622,content_1936,7,4,2,2,39,0.6618750502123355
user_385,content_4902,4,0,1,2,203,0.5243879972338907
user_678,content_1038,3,1,2,1,124,0.8817567892553024
user_201,content_1426,7,4,1,1,105,0.8721024266581615
user_302,content_3900,6,0,1,1,176,0.19525419636145058
user_481,content_535,5,4,0,0,11,0.8362344954980482
user_408,content_1002,1,4,1,0,74,0.87975375961227
user_310,content_4895,9,1,1,0,122,0.7718056041672898
user_92,content_428,3,3,1,1,137,0.968072915797194
user_913,content_4797,8,0,2,0,210,0.6469686169751389
user_481,content_2310,2,1,0,0,46,0.9016394836755828
user_720,content_525,4,1,1,0,23,0.9002193931473993
user_94,content_4125,5,0,2,2,172,0.39009237635536653
user_917,content_1434,4,3,1,0,119,0.368572029613083
user_447,content_1643,7,3,2,0,127,0.5084505835457356
user_514,content_2579,6,4,1,1,295,0.1018674173669828
user_886,content_4947,4,3,2,0,271,0.5571892175752137
user_377,content_1005,8,0,0,1,207,0.07851019081043786
user_978,content_1568,7,1,0,0,43,0.5166050259743766
user_868,content_4207,1,1,2,0,251,0.15399627323498222
user_849,content_995,2,4,1,0,150,0.318899161306163
user_744,content_1515,4,4,0,2,64,0.4373053886809185
user_219,content_1545,1,3,1,0,122,0.6336514862705906
user_105,content_2401,4,3,2,0,113,0.981438158859966
user_344,content_3014,8,2,2,1,100,0.5641874187027001
user_144,content_597,4,4,2,0,160,0.8849228119998084
user_561,content_2944,5,1,1,2,123,0.7580290033554802
user_808,content_1579,6,4,0,1,276,0.7572585967973335
user_473,content_580,2,4,2,0,135,0.01582145120141565
user_816,content_2682,6,3,2,2,296,0.12691519845213894
user_407,content_3773,7,3,0,1,164,0.6315054075468247
user_832,content_3515,9,0,1,0,42,0.9407613845743672
user_805,content_4558,7,0,1,0,225,0.2487774068134322
user_534,content_3400,6,4,2,2,197,0.004838275083758337
user_464,content_977,9,3,0,1,172,0.8499073383414768
user_929,content_3047,2,3,1,0,123,0.7504609108508212
user_97,content_4368,2,3,0,0,180,0.0982950563267071
user_689,content_934,1,2,0,0,175,0.053838094138887294
user_709,content_4579,2,4,1,2,77,0.7357958436779359
user_372,content_2899,5,3,1,0,238,0.41073358222374423
user_353,content_4618,1,4,0,0,90,0.8782130905678959
user_493,content_2480,2,0,0,1,11,0.8823942388530128
user_534,content_544,4,0,1,2,34,0.8133588493796233
user_22,content_2955,7,0,2,1,47,0.9409419714393061
user_207,content_4428,1,1,0,2,278,0.8758517482422694
user_746,content_1470,7,3,0,0,147,0.5879639070335017
user_598,content_3890,8,4,0,0,212,0.9918537427398519
user_95,content_4656,3,3,2,1,34,0.6813969585458999
user_303,content_4891,4,1,0,2,124,0.372161586186764
user_648,content_2559,5,1,1,1,179,0.4356693274126867
user_363,content_2164,1,2,0,0,23,0.7321691708688713
user_969,content_3659,8,4,0,1,100,0.012441809380253632
user_995,content_598,9,0,2,1,227,0.4631241958821547
user_521,content_4854,5,2,0,2,115,0.6353418544899464
user_656,content_4410,3,4,2,2,261,0.6381967228935169
user_876,content_4887,8,0,0,2,50,0.20433471572050166
user_872,content_4923,6,0,0,2,140,0.15450802915642847
user_314,content_1508,7,2,2,0,119,0.6891657392096379
user_638,content_4749,8,1,2,2,48,0.5177508285002661
user_294,content_3498,8,4,1,1,47,0.45807643328736825
user_459,content_2449,1,2,2,1,281,0.9109114259141597
user_366,content_1811,2,2,2,2,230,0.16321532382482196
user_10,content_3505,9,1,1,1,267,0.5349117484104984
user_763,content_2305,6,3,1,0,105,0.6695429665038293
user_603,content_3151,5,0,2,2,191,0.22817239650940324
user_325,content_408,8,2,0,0,299,0.4537279677806334
user_168,content_1664,1,3,1,2,139,0.9813896863661324
user_445,content_2037,5,1,1,0,108,0.6240894493292886
user_80,content_3742,9,1,0,1,178,0.3731106390205936
user_511,content_180,4,1,2,1,109,0.7468695072385438
user_956,content_3563,3,4,2,0,59,0.5521126990992332
user_490,content_457,9,2,1,2,6,0.7168722371436429
user_777,content_4077,3,4,1,1,226,0.19272590155602443
user_774,content_3440,6,2,0,1,221,0.5199418255916775
user_682,content_2968,9,3,0,0,290,0.925567638778302
user_528,content_3023,1,4,0,1,102,0.877439492987862
user_761,content_1794,1,2,1,1,84,0.01079366886626043
user_743,content_202,6,3,1,0,99,0.8622496720445452
user_257,content_1825,1,2,1,1,87,0.8017596605251989
user_439,content_3945,1,3,2,2,66,0.962696662274716
user_514,content_911,1,1,0,2,146,0.20312602389355627
user_662,content_4273,2,4,0,1,282,0.32216801098390335
user_972,content_4360,2,3,0,1,96,0.8073301855043549
user_643,content_901,2,4,0,2,131,0.6241480166779966
user_507,content_4419,8,4,2,0,244,0.6094539887238496
user_817,content_891,3,1,0,1,288,0.8367853309188238
user_360,content_1197,7,1,1,0,196,0.5510854903580877
user_739,content_4855,8,3,0,1,177,0.1782478796288367
user_886,content_3328,3,0,0,2,53,0.527664677547113
user_202,content_4825,4,3,2,0,45,0.5029053468219598
user_670,content_3936,7,0,1,2,156,0.24060349100046763
user_802,content_2718,2,4,2,1,150,0.8797368871978645
user_79,content_3533,5,3,2,1,94,0.6357790882039733
user_48,content_2792,4,3,1,1,243,0.5264066497865759
user_410,content_582,2,2,0,0,27,0.5718785901349884
user_767,content_4385,7,1,0,2,69,0.9776917827850997
user_834,content_1145,4,3,1,2,35,0.4358131070849428
user_958,content_1269,1,0,0,1,267,0.8430551865496116
user_946,content_4718,4,2,1,2,9,0.6729880698631461
user_305,content_1694,3,4,2,2,106,0.10179448525686352
user_817,content_4235,7,3,2,0,253,0.2957459345642761
user_46,content_3452,5,3,0,1,69,0.732130318657842
user_73,content_3769,2,1,1,1,90,0.7858348416110065
user_647,content_353,4,2,2,1,195,0.32122795655510106
user_441,content_3014,3,3,1,1,32,0.007734180321841255
user_114,content_2886,3,3,0,0,86,0.922653391894773
user_524,content_3943,8,3,1,0,225,0.9003166153434912
user_704,content_905,5,4,2,1,269,0.10206823313128843
user_90,content_3486,2,1,1,2,258,0.3485650421201205
user_268,content_2367,3,2,1,1,283,0.3740024407851128
user_321,content_3869,2,2,1,2,53,0.9502946110879564
user_837,content_3276,6,4,0,2,17,0.4163320562708732
user_709,content_1561,6,3,0,0,227,0.34359925048284257
user_285,content_1694,7,3,2,2,292,0.19765172736481362
user_690,content_3087,5,4,2,0,11,0.5925399808803848
user_521,content_182,7,3,0,0,172,0.3759814784307487
user_554,content_2965,8,1,2,2,277,0.0453001892758933
user_888,content_3315,4,4,1,2,150,0.2733787103945353
user_291,content_344,6,1,0,2,131,0.9089457954767154
user_210,content_2369,1,4,1,0,287,0.45145861768631246
user_858,content_3028,1,0,1,2,239,0.6294334992693499
user_51,content_3555,5,1,1,1,118,0.6171842589854095
user_331,content_1684,8,0,1,0,249,0.4782535206625671
user_651,content_1970,4,0,1,0,171,0.8823939878343503
user_740,content_4476,9,1,2,1,133,0.3677731938240957
